t	x	y	z	roll	pitch	yaw	Q1	Q2	Q3	Q4	M1	M2	M3	M4	ax	ay	az	wx	wy	wz
1708334491.1602197	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.26	-10.42	0.02	-0.02	-0.05
1708334491.3105662	-0.001	0.0	0.0	-1.36	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.42	0.0	0.1	-0.14
1708334491.465136	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.26	-10.42	0.06	-0.09	0.04
1708334491.6137257	-0.001	0.0	0.0	-1.3800000000000001	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.42	-0.06	0.12	0.04
1708334491.7606268	-0.001	0.0	0.0	-1.37	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.4	-0.03	0.04	-0.08
1708334491.9193065	-0.001	0.0	0.0	-1.37	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.41	-0.07	0.19	0.01
1708334492.0760682	-0.001	0.0	0.0	-1.3800000000000001	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.4	0.0	0.09	0.04
1708334492.2470853	-0.001	0.0	0.0	-1.3800000000000001	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.44	0.07	0.02	0.08
1708334492.393968	-0.001	0.0	0.0	-1.3800000000000001	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.26	-10.43	-0.05	0.03	-0.03
1708334492.5622082	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.41	-0.07	0.0	-0.02
1708334492.73643	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.23	-10.42	-0.1	0.07	0.01
